Địa phương,Năm,Tỷ lệ dân số từ 15 tuổi trở lên biết chữ (%),Tỷ lệ lao động từ 15 tuổi trở lên đang làm việc trong nền kinh tế đã qua đào tạo (%),Tỷ lệ lao động từ 15 tuổi trở lên đang làm việc so với tổng dân số (%),Lực lượng lao động từ 15 tuổi trở lên (Nghìn người),"Bình quân Thu nhập từ tiền lương, tiền công","Bình quân Thu nhập từ nông, lâm nghiệp, thuỷ sản","Bình quân Thu nhập phi nông, lâm nghiệp, thuỷ sản",Bình quân Các khoản thu nhập khác,Bình quân thu nhập Nhóm 1,Bình quân thu nhập Nhóm 2,Bình quân thu nhập ,Bình quân thu nhập Nhóm 4,Bình quân thu nhập Nhóm 5,Tuổi kết hôn trung bình lần đầu,Nam,Nông thôn,Nữ,Thành thị,Tỷ lệ tăng tự nhiên (‰),Tỷ suất chết thô (‰),Tỷ suất sinh thô (‰),Trung bình số con/phụ nữ,Chỉ số giá sinh hoạt theo không gian theo địa phương (Hà Nội = 100%) (%),Số vụ ly hôn,Số nam/100 nữ,Tỷ suất di cư thuần (‰),Số lượng Kết hôn lần đầu,Số lượng Kết hôn lần thứ 2 trở lên,Thu nhập bình quân đầu người một tháng - Nhóm thu nhập thấp nhất,Thu nhập bình quân đầu người một tháng - Nhóm thu nhập cao nhất,Nhóm thu nhập cao nhất so với nhóm thu nhập thấp nhất (Lần),Diện tích(Km2),Dân số trung bình (Nghìn người),Mật độ dân số (Người/km2),Vùng,Bình quân dân số (Nghìn người),Tỷ lệ dân số Nông thôn,Tỷ lệ dân số Thành thị,Phân bố dân số
Vĩnh Phúc,2015,97.8,22.3,57.2,633.6,,,,,,,,,,23.6,536.2,836.1,554.2,254.2,11.2,6.4,17.7,2.25,88.54,253,96.8,-1.4,,,,,,1237.5,1054.5,852,Ðồng bằng sông Hồng,1090.3,0.76685316,0.23314684,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Phúc,2016,98.2,22,55.9,627.4,1458000,336000,773000,293000,957000,1730000,2318000,3067000,6280000,23.7,543.9,848.3,562.2,257.9,13.4,5.8,19.2,2.48,94.74,274,96.8,0,,,957000,6280000,6.6,1235.3,1066,863,Ðồng bằng sông Hồng,1106.2,0.766859519,0.233140481,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Phúc,2017,97.7,22.1,54.8,625.3,,,,,,,,,,23.7,555.4,861.4,567.8,261.7,10.3,7.2,17.5,2.34,93.17,257,97.8,0.3,,,,,,1235.2,1079.5,874,Ðồng bằng sông Hồng,1123.1,0.76698424,0.23301576,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Phúc,2018,97.4,22.4,54.6,630.5,1914000,340000,1084000,362000,1096000,2316000,3092000,4079000,7939000,23.7,563.7,853.2,574.6,285.2,8.8,8.7,17.5,2.48,92.62,273,98.1,0.8,6646,533,1096000,7939000,7.2,1235.2,1092.4,884,Ðồng bằng sông Hồng,1138.4,0.749472944,0.250527056,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Phúc,2019,98.7,24.9,55.2,647.4,2194000,330000,1274000,288000,1186000,2740000,3453000,4455000,8637000,23.8,575.5,859.6,579.4,295.2,11.3,5.9,17.2,2.39,93.39,267,99.32,-2.3,7412,774,1186000,8637000,7.3,1235.9,1154.8,934,Ðồng bằng sông Hồng,1154.8,0.74437132,0.25562868,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Phúc,2020,98.3,28.59,53.14,634.47,,,,,2008820,3063260,3608480,4542130,8276730,24.31,583.72,820.25,587.51,350.98,11.79,5.68,17.46,2.39,91.19,175,99.35,-0.64,5985,995,2008800,8276700,4.1,1235.87,1171.2,948,Ðồng bằng sông Hồng,1171.23,0.700332129,0.299667871,Hơn 2/3 dân số sống tại Nông thôn
Vĩnh Phúc,2021,98.66,34.68,47.83,578.4,,,,,1864560,3011520,3838960,4948840,8916480,24.52,593.96,833.45,597.82,358.33,10,6.82,16.81,2.37,92.08,210,99.35,0.17,4779,1478,1864600,8916500,4.8,1236,1191.78,964,Ðồng bằng sông Hồng,1191.78,0.699332091,0.300667909,Hơn 2/3 dân số sống tại Nông thôn
Yên Bái,2007,,,55.4,417.8,,,,,,,,,,,363.7,588.4,367.9,143.2,10.9,7.5,18.5,2.36,,,98.9,0.6,,,,,,,,,Trung du và miền núi phía Bắc,731.6,0.804264625,0.195735375,Hơn 2/3 dân số sống tại Nông thôn
Yên Bái,2008,,11.7,56.4,426.4,,,,,,,,,,,367.7,594,369.8,143.5,15.3,4.8,20.1,2.56,,,99.4,1,,,,,,,,,Trung du và miền núi phía Bắc,737.5,0.805423729,0.194576271,Hơn 2/3 dân số sống tại Nông thôn
Yên Bái,2009,87,12.4,58.9,445.8,,,,,,,,,,,370.7,597.5,371,144.2,14.2,6.3,20.5,2.38,,,99.9,-4.1,,,,,,,,,Trung du và miền núi phía Bắc,741.7,0.805581772,0.194418228,Hơn 2/3 dân số sống tại Nông thôn
Yên Bái,2010,84.8,11.3,60.1,461.4,373000,273000,119000,79000,279000,435000,660000,938000,1904000,22.2,375.66,608.53,375.63,142.76,13.6,6.3,19.9,2.32,90.17,,100.01,-0.7,,,279000,1904000,6.8,,,,Trung du và miền núi phía Bắc,751.29,0.809980167,0.190019833,Hơn 2/3 dân số sống tại Nông thôn
Yên Bái,2011,86.3,13.3,62.5,479.6,,,,,,,,,,,379.82,614.26,378.82,144.38,12.5,6.9,19.4,2.26,,,100.26,-3,,,,,,6886.3,758.6,110.16,Trung du và miền núi phía Bắc,758.64,0.809685753,0.190314247,Hơn 2/3 dân số sống tại Nông thôn
Yên Bái,2012,86.8,12.1,62.3,479.5,520000,326000,187000,81000,366000,545000,763000,1289000,2603000,,384.12,619.64,381.57,146.05,12.6,7.8,20.4,2.38,91.22,,100.67,-2.8,,,366000,2603000,7.1,6886.3,765.7,111.19,Trung du và miền núi phía Bắc,765.69,0.80925701,0.19074299,Hơn 2/3 dân số sống tại Nông thôn
Yên Bái,2013,88.1,13.6,64.1,498.9,,,,,,,,,,21.6,388.46,626.82,386.12,147.77,10.1,7.6,17.7,2.13,90.98,173,100.61,-3.5,,,,,,6886.3,774.6,112.48,Trung du và miền núi phía Bắc,774.59,0.809228108,0.190771892,Hơn 2/3 dân số sống tại Nông thôn
Yên Bái,2014,87.6,13.75,64,503.68,590000,421000,262000,113000,438000,682000,1030000,1571000,3201000,22.1,392.71,627.5,390.83,156.04,16.8,5.2,22,2.77,91.2,154,100.48,-1.4,,,438000,3201000,7.3,6886.3,783.5,114,Trung du và miền núi phía Bắc,783.54,0.800852541,0.199147459,Hơn 2/3 dân số sống tại Nông thôn
Yên Bái,2015,89,16.9,62.8,503.2,,,,,,,,,,22.4,397.8,635.1,395.3,158,13,7.9,20.9,2.76,92.9,198,100.6,-1.1,,,,,,6886.3,792.7,115,Trung du và miền núi phía Bắc,793.1,0.800781743,0.199218257,Hơn 2/3 dân số sống tại Nông thôn
Yên Bái,2016,89,16,62.9,507.6,790000,509000,338000,168000,565000,837000,1228000,1931000,4481000,22.3,401.7,641.1,398.7,159.2,14.4,7.2,21.6,2.89,96.68,206,100.7,-1.9,,,565000,4481000,7.9,6887.6,800.1,116,Trung du và miền núi phía Bắc,800.3,0.801074597,0.198925403,Hơn 2/3 dân số sống tại Nông thôn
Yên Bái,2017,89.7,16.6,63.1,511.3,,,,,,,,,,22.2,405.6,646.8,401.7,160.5,11,8.6,19.6,2.77,93.68,239,101,-1.4,,,,,,6887.7,807.3,117,Trung du và miền núi phía Bắc,807.3,0.801189149,0.198810851,Hơn 2/3 dân số sống tại Nông thôn
Yên Bái,2018,88.8,20,63.6,519.6,1068000,496000,457000,269000,673000,976000,1579000,2627000,5604000,22.2,409.5,652.7,405,161.9,11.4,8.2,19.5,2.96,94.23,325,101.1,-1.5,7125,541,673000,5604000,8.3,6887.7,815.6,118,Trung du và miền núi phía Bắc,814.6,0.801252148,0.198747852,Hơn 2/3 dân số sống tại Nông thôn
Yên Bái,2019,88.5,17.5,63.2,520.4,1110000,599000,459000,291000,731000,935000,1596000,2799000,6248000,22.5,414.1,659.8,409,163.3,11.8,7,18.8,2.74,94.71,296,101.25,-4.5,5360,593,731000,6248000,8.6,6887.5,823,119,Trung du và miền núi phía Bắc,823.1,0.801603693,0.198396307,Hơn 2/3 dân số sống tại Nông thôn
Yên Bái,2020,88.99,19.09,62.27,521.21,,,,,645540,956150,1580540,2958390,6516540,23.18,419.1,660,412.49,171.59,12.69,6.7,19.4,2.64,92.72,218,101.35,-5.16,5241,726,645500,6516500,10.1,6887.46,831.59,121,Trung du và miền núi phía Bắc,831.59,0.793660337,0.206339663,Hơn 2/3 dân số sống tại Nông thôn
Yên Bái,2021,89.82,22.2,42.81,371.1,,,,,802590,1218180,1817510,2929180,5968440,22.79,424.66,667.94,418.01,174.73,11.11,7.99,19.1,2.77,92.95,274,101.59,-6.54,5274,696,802600,5968400,7.4,6892.67,842.67,122,Trung du và miền núi phía Bắc,842.67,0.792647181,0.207352819,Hơn 2/3 dân số sống tại Nông thôn
Ðiện Biên,2007,,,53.6,257.4,,,,,,,,,,,233.8,391.8,232.2,74.2,17.8,6.1,23.9,2.72,,,100.7,1.5,,,,,,,,,Trung du và miền núi phía Bắc,466,0.840772532,0.159227468,Hơn 2/3 dân số sống tại Nông thôn
Ðiện Biên,2008,,10.6,53.9,263.6,,,,,,,,,,,240.5,404.8,238.8,74.5,17.7,6.1,23.8,2.72,,,100.7,-0.8,,,,,,,,,Trung du và miền núi phía Bắc,479.3,0.844564991,0.155435009,Hơn 2/3 dân số sống tại Nông thôn
Ðiện Biên,2009,68.4,11.6,54.5,271.2,,,,,,,,,,,245.5,417.3,245.3,73.5,16,7.4,23.4,2.55,,,100.1,-0.6,,,,,,,,,Trung du và miền núi phía Bắc,490.8,0.850244499,0.149755501,Hơn 2/3 dân số sống tại Nông thôn
Ðiện Biên,2010,63.4,13.3,54.2,275.4,196000,306000,61000,48000,215000,319000,424000,650000,1444000,21.7,251.34,427.05,250.41,74.7,16.9,7.4,24.2,2.57,94.77,,100.37,2.3,,,215000,1444000,6.7,,,,Trung du và miền núi phía Bắc,501.75,0.851121076,0.148878924,Hơn 2/3 dân số sống tại Nông thôn
Ðiện Biên,2011,65,13.4,58.4,301.1,,,,,,,,,,,257.21,436.92,255.59,75.88,17.3,7.3,24.7,2.67,,,100.63,1.8,,,,,,9562.9,510.8,53.41,Trung du và miền núi phía Bắc,512.8,0.852028081,0.147971919,Hơn 2/3 dân số sống tại Nông thôn
Ðiện Biên,2012,70.8,17.2,58.6,306.3,364000,323000,52000,80000,310000,406000,525000,707000,2143000,,263.1,446.79,260.78,77.09,17.2,7.8,25,2.76,95.82,,100.89,-0.2,,,310000,2143000,6.9,9562.9,519.7,54.35,Trung du và miền núi phía Bắc,523.88,0.85284798,0.14715202,Hơn 2/3 dân số sống tại Nông thôn
Ðiện Biên,2013,71.4,19.3,61.6,332.1,,,,,,,,,,21.4,269.01,456.61,265.96,78.35,14.1,8.1,22.2,2.48,98.41,46,101.14,0.2,,,,,,9562.9,528.5,55.27,Trung du và miền núi phía Bắc,534.96,0.853540452,0.146459548,Hơn 2/3 dân số sống tại Nông thôn
Ðiện Biên,2014,70.2,20.38,63.7,349.92,450000,420000,235000,95000,444000,533000,671000,1235000,3093000,21.6,274.92,466.42,271.14,79.64,19.8,7.4,27.2,3.11,99.5,56,101.39,1.7,,,444000,3093000,7,9562.9,538.1,56,Trung du và miền núi phía Bắc,546.06,0.854155221,0.145844779,Hơn 2/3 dân số sống tại Nông thôn
Ðiện Biên,2015,75.1,21,56.7,320.9,,,,,,,,,,21.4,280.9,476.2,276.3,81,17.3,6.1,23.4,2.81,98.85,83,101.7,0.6,,,,,,9562.9,547.8,57,Trung du và miền núi phía Bắc,557.2,0.854630294,0.145369706,Hơn 2/3 dân số sống tại Nông thôn
Ðiện Biên,2016,74.8,20.1,56.7,326.8,437000,422000,210000,152000,464000,583000,701000,1013000,3355000,21.5,286.9,486,281.4,82.3,13.3,7,20.3,2.43,99.45,61,102,-0.6,,,464000,3355000,7.2,9540.9,557.4,58,Trung du và miền núi phía Bắc,568.3,0.855182122,0.144817878,Hơn 2/3 dân số sống tại Nông thôn
Ðiện Biên,2017,76.1,21,56.9,333.7,,,,,,,,,,21.3,292.9,495.7,286.5,83.7,16.8,6.7,23.5,2.84,95.99,72,102.2,-1.9,,,,,,9541.3,567,59,Trung du và miền núi phía Bắc,579.4,0.855540214,0.144459786,Hơn 2/3 dân số sống tại Nông thôn
Ðiện Biên,2018,75.4,15.6,57.4,341.4,572000,420000,305000,181000,529000,618000,759000,1274000,4212000,21.7,298.9,505.4,291.6,85.1,17.2,4.4,21.6,2.78,96.04,102,102.5,-0.5,6754,303,529000,4212000,8,9541.2,576.7,60,Trung du và miền núi phía Bắc,590.5,0.855884843,0.144115157,Hơn 2/3 dân số sống tại Nông thôn
Ðiện Biên,2019,73.1,16.1,58.1,351.4,791000,500000,135000,158000,515000,677000,1001000,1532000,4211000,21.3,305,515.1,296.6,86.6,14,7,21,2.72,95.27,94,102.82,-2.5,4493,344,515000,4211000,8.2,9541.3,601.7,63,Trung du và miền núi phía Bắc,601.7,0.856074456,0.143925544,Hơn 2/3 dân số sống tại Nông thôn
Ðiện Biên,2020,75.58,16.2,57.33,353.09,,,,,517260,785470,1092980,1684140,4624360,22.58,311.46,520.31,302.02,93.17,14.75,6.76,21.51,2.66,95.22,97,103.13,-3.79,5155,405,517300,4624400,8.9,9541.25,613.48,64,Trung du và miền núi phía Bắc,613.48,0.848128708,0.151871292,Hơn 2/3 dân số sống tại Nông thôn
Ðiện Biên,2021,74.92,18.78,47.93,301,,,,,557680,781720,973150,1473160,5324290,22.15,317.36,530.09,307.73,95,14.32,7.11,21.43,2.7,94.41,127,103.13,-6.66,3896,313,557700,5324300,9.5,9539.92,625.09,66,Trung du và miền núi phía Bắc,625.09,0.848021885,0.151978115,Hơn 2/3 dân số sống tại Nông thôn
Ðà Nẵng,2007,,,46.2,418,,,,,,,,,,,409.9,124.5,437.6,723,11.7,4.6,16.3,1.9,,,93.7,7.6,,,,,,,,,Bắc Trung Bộ và duyên hải miền Trung,847.5,0.146902655,0.853097345,Hơn 2/3 dân số sống tại Thành thị
Ðà Nẵng,2008,,32.4,47.6,439.2,,,,,,,,,,,427.1,120.9,441.7,747.9,10.4,5.2,15.6,1.92,,,96.7,6.5,,,,,,,,,Bắc Trung Bộ và duyên hải miền Trung,868.8,0.139157459,0.860842541,Hơn 2/3 dân số sống tại Thành thị
Ðà Nẵng,2009,97.6,32.4,45.5,437.2,,,,,,,,,,,441.2,117.5,453.3,777,11.9,6.7,18.6,2.14,,,97.3,15.3,,,,,,,,,Bắc Trung Bộ và duyên hải miền Trung,894.5,0.131358301,0.868641699,Hơn 2/3 dân số sống tại Thành thị
Ðà Nẵng,2010,97.4,31.7,47.3,472,1106000,62000,507000,223000,667000,1024000,1394000,1981000,4399000,26.5,462.21,122.88,475.01,814.34,12.6,6.7,19.3,2.16,91.93,,97.3,26.4,,,667000,4399000,6.6,,,,Bắc Trung Bộ và duyên hải miền Trung,937.22,0.131111159,0.868888841,Hơn 2/3 dân số sống tại Thành thị
Ðà Nẵng,2011,97.7,32.7,49.8,504.9,,,,,,,,,,,477.68,126.71,490.97,841.94,11.3,6.7,18,1.99,,,97.29,14.9,,,,,,1285.4,946,735.96,Bắc Trung Bộ và duyên hải miền Trung,968.65,0.130810922,0.869189078,Hơn 2/3 dân số sống tại Thành thị
Ðà Nẵng,2012,97.7,34.7,49.7,518.9,1507000,75000,904000,379000,976000,1689000,2261000,3095000,6274000,,491.28,130.03,505.02,866.26,12.3,6.1,18.4,2.18,92.42,,97.28,11.2,,,976000,6274000,6.4,1285.4,966.3,751.75,Bắc Trung Bộ và duyên hải miền Trung,996.29,0.130514208,0.869485792,Hơn 2/3 dân số sống tại Thành thị
Ðà Nẵng,2013,98.1,36.3,51.2,538.6,,,,,,,,,,25.9,501.62,132.47,515.71,884.86,13.1,6.4,19.4,2.32,94.29,279,97.27,5.8,,,,,,1285.4,986.8,767.7,Bắc Trung Bộ và duyên hải miền Trung,1017.33,0.130213402,0.869786598,Hơn 2/3 dân số sống tại Thành thị
Ðà Nẵng,2014,97.8,37.76,51.9,555.79,1954000,41000,1186000,431000,1274000,2051000,2741000,3815000,8130000,26.1,509.77,134.33,524.16,899.61,12.7,5,17.7,2.03,93.53,269,97.26,0.2,,,1274000,8130000,6.4,1285.4,1007.7,784,Bắc Trung Bộ và duyên hải miền Trung,1033.94,0.129920498,0.870079502,Hơn 2/3 dân số sống tại Thành thị
Ðà Nẵng,2015,97.5,41.7,52,574.1,,,,,,,,,,26.2,520.8,136.9,535.5,919.4,11,6.5,17.6,2.13,96.44,300,97.2,4.9,,,,,,1285.4,1028.8,800,Bắc Trung Bộ và duyên hải miền Trung,1056.3,0.129603332,0.870396668,Hơn 2/3 dân số sống tại Thành thị
Ðà Nẵng,2016,98,41.1,51.7,582.7,2405000,85000,1331000,620000,1595000,2440000,3267000,4730000,10211000,26.6,532.6,139.7,547.7,940.6,12.5,6.5,18.9,2.24,97.98,349,97.2,6.5,,,1595000,10211000,6.4,1284.7,1046.2,814,Bắc Trung Bộ và duyên hải miền Trung,1080.3,0.129315931,0.870684069,Hơn 2/3 dân số sống tại Thành thị
Ðà Nẵng,2017,98.2,40.9,52.2,594.8,,,,,,,,,,26.8,541.2,141.6,556.6,956.1,8.9,6.3,15.2,1.81,96.68,373,97.2,4.3,,,,,,1284.9,1064.1,828,Bắc Trung Bộ và duyên hải miền Trung,1097.7,0.128996994,0.871003006,Hơn 2/3 dân số sống tại Thành thị
Ðà Nẵng,2018,97.9,42.6,51.6,601.4,3006000,54000,1561000,885000,1871000,3154000,4253000,5729000,12595000,27.1,549.3,143.4,565.1,970.9,4.1,8.3,12.4,1.49,97.81,226,97.2,4.7,7682,741,1871000,12595000,6.7,1284.9,1080.7,841,Bắc Trung Bộ và duyên hải miền Trung,1114.3,0.128690658,0.871309342,Hơn 2/3 dân số sống tại Thành thị
Ðà Nẵng,2019,98.7,44.6,51.4,606.7,3781000,47000,1496000,734000,1910000,3488000,5149000,6903000,12879000,26.5,562.4,146.5,578.7,994.6,12.7,5,17.7,1.88,96.9,314,97.19,13.7,7144,904,1910000,12879000,6.7,1284.9,1141.1,888,Bắc Trung Bộ và duyên hải miền Trung,1141.1,0.128384892,0.871615108,Hơn 2/3 dân số sống tại Thành thị
Ðà Nẵng,2020,98.38,44.04,45.7,586.19,,,,,2045080,3203070,4324910,5975630,10895590,26.81,578.57,149.04,590.92,1020.44,14.69,4.84,19.53,2.09,97.11,208,97.91,11.03,5682,731,2045100,10895600,5.3,1284.88,1169.48,910,Bắc Trung Bộ và duyên hải miền Trung,1169.48,0.127441256,0.872558744,Hơn 2/3 dân số sống tại Thành thị
Ðà Nẵng,2021,98.62,48.14,44.74,579.5,,,,,2272320,3135220,4189860,5632400,10941910,27.33,591.43,151.16,604.06,1044.33,14.22,4.46,18.68,2.02,96.4,148,97.91,13.51,4894,522,2272300,10941900,4.8,1284.73,1195.49,931,Bắc Trung Bộ và duyên hải miền Trung,1195.49,0.126441877,0.873558123,Hơn 2/3 dân số sống tại Thành thị
Ðắk Lắk,2007,,,49.9,878.1,,,,,,,,,,,855.8,1320,840.8,376.6,16,5.4,21.4,2.84,,,101.8,-3.6,,,,,,,,,Tây Nguyên,1696.6,0.778026642,0.221973358,Hơn 2/3 dân số sống tại Nông thôn
Ðắk Lắk,2008,,10.5,50.3,888.6,,,,,,,,,,,866,1336.6,849.1,378.5,14.2,5.4,19.6,2.57,,,102,-3.4,,,,,,,,,Tây Nguyên,1715.1,0.77931316,0.22068684,Hơn 2/3 dân số sống tại Nông thôn
Ðắk Lắk,2009,90.8,11.5,53.5,953.8,,,,,,,,,,,876.3,1319.3,859.4,416.4,13.8,5.9,19.7,2.45,,,102,-2.2,,,,,,,,,Tây Nguyên,1735.7,0.760096791,0.239903209,Hơn 2/3 dân số sống tại Nông thôn
Ðắk Lắk,2010,92.6,12.4,53.7,965.3,312000,496000,193000,67000,298000,553000,786000,1228000,2474000,23.9,882.65,1327.8,865.9,420.76,13.2,5.8,19,2.47,90.02,,101.93,-1.9,,,298000,2474000,8.3,,,,Tây Nguyên,1748.56,0.759367708,0.240632292,Hơn 2/3 dân số sống tại Nông thôn
Ðắk Lắk,2011,93.2,10.6,55.9,1006.1,,,,,,,,,,,888.53,1335.5,871.89,424.92,12.9,5.5,18.4,2.42,,,101.91,-4.6,,,,,,13125.4,1770.5,134.89,Tây Nguyên,1760.42,0.758625782,0.241374218,Hơn 2/3 dân số sống tại Nông thôn
Ðắk Lắk,2012,94.6,12.9,56,1024.8,483000,817000,241000,98000,436000,817000,1302000,1962000,3678000,,896.92,1346.95,880.34,430.31,12.4,6.1,18.5,2.31,90.07,,101.88,0.6,,,436000,3678000,8.4,13125.4,1791.4,136.48,Tây Nguyên,1777.26,0.757880108,0.242119892,Hơn 2/3 dân số sống tại Nông thôn
Ðắk Lắk,2013,94.2,15,57.3,1061.5,,,,,,,,,,24.1,905.53,1358.72,889.02,435.84,15.3,6.2,21.5,2.7,90.12,266,101.86,1.2,,,,,,13125.4,1812.8,138.11,Tây Nguyên,1794.56,0.757132668,0.242867332,Hơn 2/3 dân số sống tại Nông thôn
Ðắk Lắk,2014,91.4,13.62,58.3,1076.69,600000,937000,332000,119000,550000,955000,1509000,2259000,4658000,24.7,911.11,1365.9,894.72,439.93,12.6,5.3,17.9,2.25,90.53,258,101.83,-2.4,,,550000,4658000,8.5,13125.4,1833.3,140,Tây Nguyên,1805.83,0.756383491,0.243616509,Hơn 2/3 dân số sống tại Nông thôn
Ðắk Lắk,2015,92.9,13.3,58.1,1078.3,,,,,,,,,,23.3,918.2,1375.4,902,444.8,11.8,5,16.8,2.22,95.2,316,101.8,-2,,,,,,13125.4,1853.7,141,Tây Nguyên,1820.2,0.755631249,0.244368751,Hơn 2/3 dân số sống tại Nông thôn
Ðắk Lắk,2016,93.2,13.9,57.6,1075.7,797000,873000,517000,142000,639000,1094000,1653000,2606000,5667000,25.1,926.3,1386.3,910.1,450.1,14.4,4.2,18.6,2.43,96.19,332,101.8,-2.2,,,639000,5667000,8.9,13030.5,1874.5,144,Tây Nguyên,1836.4,0.754900893,0.245099107,Hơn 2/3 dân số sống tại Nông thôn
Ðắk Lắk,2017,92,14.1,57.6,1084.9,,,,,,,,,,24.7,933.2,1395.4,917.1,454.9,10.4,5.7,16.1,2.19,94.85,353,101.8,-0.6,,,,,,13030.5,1896.6,146,Tây Nguyên,1850.3,0.754147976,0.245852024,Hơn 2/3 dân số sống tại Nông thôn
Ðắk Lắk,2018,90.4,14.5,57.8,1096.9,1070000,886000,548000,244000,705000,1397000,2015000,2824000,6821000,25.3,938.7,1402.4,922.8,459.1,9.6,7.4,17,2.41,93.77,363,101.7,-2.8,17728,1339,705000,6821000,9.7,13030.5,1919.2,147,Tây Nguyên,1861.5,0.753370937,0.246629063,Hơn 2/3 dân số sống tại Nông thôn
Ðắk Lắk,2019,92.6,14.6,58.5,1117.6,1231000,900000,650000,216000,766000,1302000,2127000,3277000,7537000,24.3,944.2,1409.3,928.4,463.3,13.1,5.1,18.1,2.37,93.98,403,101.7,-4.2,15453,1472,766000,7537000,9.8,13030.5,1872.6,144,Tây Nguyên,1872.6,0.752589982,0.247410018,Hơn 2/3 dân số sống tại Nông thôn
Ðắk Lắk,2020,88.75,17.2,57.23,1101.7,,,,,829750,1293660,2070990,2991350,6417410,24.56,952.22,1420.46,934.72,466.48,13.62,4.88,18.5,2.36,93.23,326,101.87,-9.64,14293,1472,829800,6417400,7.7,13030.5,1886.94,145,Tây Nguyên,1886.94,0.752784932,0.247215068,Hơn 2/3 dân số sống tại Nông thôn
Ðắk Lắk,2021,92.77,18.28,58.2,1121.5,,,,,929360,1315870,2086990,3115560,6625570,25.28,963.28,1435.19,945.72,473.81,9.91,5.25,15.15,2.15,90.42,393,101.86,-5.7,10725,987,929400,6625600,7.1,13070.41,1909,146,Tây Nguyên,1909,0.751801991,0.248198009,Hơn 2/3 dân số sống tại Nông thôn
Ðắk Nông,2007,,,52.7,246.8,,,,,,,,,,,226.8,387.9,230.5,69.4,18.2,5.9,24.1,3.05,,,98.4,4.9,,,,,,,,,Tây Nguyên,457.3,0.848239668,0.151760332,Hơn 2/3 dân số sống tại Nông thôn
Ðắk Nông,2008,,8,51.6,249.9,,,,,,,,,,,237.2,403.3,237.2,71.1,16.6,5.6,22.2,2.87,,,100,5.9,,,,,,,,,Tây Nguyên,474.4,0.850126476,0.149873524,Hơn 2/3 dân số sống tại Nông thôn
Ðắk Nông,2009,91.2,7.7,57,283.3,,,,,,,,,,,255.2,418.6,235.8,72.4,17.3,5.5,22.8,2.72,,,108.2,13.2,,,,,,,,,Tây Nguyên,491,0.852545825,0.147454175,Hơn 2/3 dân số sống tại Nông thôn
Ðắk Nông,2010,94.6,6.2,57.1,290,207000,652000,141000,38000,268000,473000,733000,1199000,2513000,23.1,261.34,428.87,241.98,74.46,15.2,5.4,20.7,2.68,89.55,,108,4.1,,,268000,2513000,9.4,,,,Tây Nguyên,503.33,0.852065245,0.147934755,Hơn 2/3 dân số sống tại Nông thôn
Ðắk Nông,2011,93.9,7.2,59.1,305,,,,,,,,,,,265.98,436.58,246.7,76.09,14.4,5.1,19.6,2.57,,,107.81,-5,,,,,,6515.6,519.6,79.75,Tây Nguyên,512.67,0.851580939,0.148419061,Hơn 2/3 dân số sống tại Nông thôn
Ðắk Nông,2012,94.2,8.4,59.3,321.7,372000,994000,179000,66000,364000,724000,1426000,2053000,3477000,,274.41,450.54,254.96,78.83,15.7,5.9,21.5,2.65,90.25,,107.63,36.2,,,364000,3477000,9.5,6515.6,536.7,82.37,Tây Nguyên,529.37,0.851087141,0.148912859,Hơn 2/3 dân số sống tại Nông thôn
Ðắk Nông,2013,94,9.2,63,334.1,,,,,,,,,,24,283.88,466.2,264.22,81.9,11.8,5.8,17.7,2.31,89.37,49,107.44,11.7,,,,,,6515.6,555.1,85.2,Tây Nguyên,548.1,0.850574713,0.149425287,Hơn 2/3 dân số sống tại Nông thôn
Ðắk Nông,2014,92.3,8.04,61.8,349.72,466000,1064000,207000,87000,392000,965000,1554000,2392000,3792000,24,292.2,479.8,272.76,85.16,13.3,5.6,19,2.46,89.86,57,107.12,35.6,,,392000,3792000,9.7,6515.6,571.3,88,Tây Nguyên,564.96,0.849263665,0.150736335,Hơn 2/3 dân số sống tại Nông thôn
Ðắk Nông,2015,93.7,10.3,61.2,355.7,,,,,,,,,,24.1,300.4,492.9,280.1,87.6,13.8,3.9,17.7,2.36,93.84,77,107.2,-1.1,,,,,,6515.6,587.8,90,Tây Nguyên,580.5,0.849095607,0.150904393,Hơn 2/3 dân số sống tại Nông thôn
Ðắk Nông,2016,93.4,10.5,60.8,361.8,555000,1396000,265000,119000,606000,1069000,1568000,2511000,5990000,24.9,307.1,504.9,287.3,89.5,12.9,4.2,17.1,2.28,96.63,79,106.9,-4.8,,,606000,5990000,9.9,6509.3,605.4,93,Tây Nguyên,594.4,0.849427995,0.150572005,Hơn 2/3 dân số sống tại Nông thôn
Ðắk Nông,2017,94.5,12.1,60.3,365.8,,,,,,,,,,24.2,312.3,513.3,292.6,91.6,10.4,5.5,15.9,2.21,93.46,67,106.7,-2.3,,,,,,6509.3,625.6,96,Tây Nguyên,604.9,0.848570012,0.151429988,Hơn 2/3 dân số sống tại Nông thôn
